epoch,cone_p50_120h,cone_p50_12h,cone_p50_24h,cone_p50_48h,cone_p50_6h,cone_p50_72h,cone_p90_120h,cone_p90_12h,cone_p90_24h,cone_p90_48h,cone_p90_6h,cone_p90_72h,contrast_align,crps_120h,crps_12h,crps_24h,crps_48h,crps_6h,crps_72h,linear_probe_acc,n_valid_120h,n_valid_12h,n_valid_24h,n_valid_48h,n_valid_6h,n_valid_72h,recon_mse,selected_checkpoint,selection_metric,selection_score,track_err_km_120h,track_err_km_12h,track_err_km_24h,track_err_km_48h,track_err_km_6h,track_err_km_72h,train_L_contrast,train_L_future,train_L_horizon,train_L_mask,train_loss
11,0.18487394957983194,0.6060606060606061,0.4931506849315068,0.39690721649484534,0.6554621848739496,0.2958579881656805,0.4789915966386555,0.8917748917748918,0.8721461187214612,0.8041237113402062,0.8781512605042017,0.6982248520710059,0.9840079466501872,10.0463068552733,1.1279771480067635,2.32196771181792,4.339002029805868,0.5470154152729914,6.355941533029529,0.875,119,231,219,194,238,169,0.04189109479387601,False,mean_track_err_km,892.7875339340086,2059.005885934658,261.29786681472467,537.9715565423476,984.7936609725809,123.9460716501891,1389.7101616895511,0.10217297729104757,-2.483265962240831,1.801534358060585,0.033497099325342,-0.597148024810935
12,0.19327731092436976,0.5757575757575758,0.4657534246575342,0.41237113402061853,0.6302521008403361,0.2781065088757396,0.4789915966386555,0.8874458874458875,0.863013698630137,0.8144329896907216,0.8823529411764706,0.6923076923076923,0.9845740000406901,10.002291687842664,1.105331665851647,2.302337454793954,4.311469680023238,0.5257033103135558,6.324022730254194,0.8541666666666666,119,231,219,194,238,169,0.040456055228908855,False,mean_track_err_km,887.8625019068792,2051.094676405451,257.10644556955657,535.0944813384716,979.9275244875921,119.59462946204889,1384.3572541781543,0.1087840676290106,-2.532074955274474,1.7859547363137298,0.03356498905088542,-0.6581632146295512
13,0.20168067226890757,0.6017316017316018,0.4840182648401826,0.4381443298969072,0.6176470588235294,0.3076923076923077,0.48739495798319327,0.9004329004329005,0.8949771689497716,0.8247422680412371,0.8991596638655462,0.7218934911242604,0.9868549426396688,9.866876392453543,1.08047162693652,2.2848905373636645,4.2841298078539225,0.5008192873682076,6.26584928725295,0.8958333333333334,119,231,219,194,238,169,0.040079917510350546,False,mean_track_err_km,879.3705922028736,2029.3543279057076,251.23185137284244,529.8333137820803,974.6529978964952,115.1029313779572,1376.048130882159,0.09879266128892887,-2.5584682968427552,1.7588333678695391,0.03257996617060787,-0.7176586277080033
14,0.19327731092436976,0.5714285714285714,0.4748858447488584,0.4175257731958763,0.6050420168067226,0.3076923076923077,0.48739495798319327,0.9047619047619048,0.8767123287671232,0.8195876288659794,0.9117647058823529,0.7100591715976331,0.9818079590797424,9.887642417156133,1.0568255250671672,2.263263749524143,4.265840317810131,0.48677842074762023,6.262599890934208,0.875,119,231,219,194,238,169,0.03847987564901511,False,mean_track_err_km,876.7403426404394,2032.4617915931572,246.0379720779604,525.4807687799644,969.2730561937806,112.15687544332593,1375.031591754448,0.09754520413500942,-2.598922162685754,1.7432943290134646,0.03128186845273342,-0.775573379588577
15,0.20168067226890757,0.5800865800865801,0.4748858447488584,0.42783505154639173,0.5966386554621849,0.3254437869822485,0.48739495798319327,0.9090909090909091,0.8767123287671232,0.8195876288659794,0.8949579831932774,0.7100591715976331,0.9833003878593445,9.827444034685042,1.039382968779268,2.2504134314630817,4.252498827819609,0.4766867320176138,6.232165361171037,0.8541666666666666,119,231,219,194,238,169,0.037354975814620654,False,mean_track_err_km,871.2636288504655,2019.07238623434,241.69012854511814,521.0114869398179,966.326213235203,109.97853599635306,1369.503022151961,0.10227628061020712,-2.624336836472997,1.7047904212519807,0.03132569382213197,-0.8370825704538597
16,0.19327731092436976,0.5454545454545454,0.45662100456621,0.4072164948453608,0.5798319327731093,0.30177514792899407,0.4957983193277311,0.9134199134199135,0.867579908675799,0.8092783505154639,0.9033613445378151,0.7041420118343196,0.9842479785283407,9.801008120585747,1.0200729754058955,2.228365538848828,4.221073273621263,0.46576628230138617,6.202901786529984,0.8958333333333334,119,231,219,194,238,169,0.036438599601387976,False,mean_track_err_km,867.7863014437825,2018.7916468326664,237.8323085147553,517.744308479817,959.7870445156046,107.85044878624433,1364.7120515336067,0.09623639696985505,-2.6415230508120553,1.6958796775565956,0.02978183163927411,-0.867743341427929
17,0.20168067226890757,0.5584415584415584,0.4977168949771689,0.4329896907216495,0.5966386554621849,0.31952662721893493,0.48739495798319327,0.9177489177489178,0.863013698630137,0.8298969072164949,0.907563025210084,0.7041420118343196,0.9856004277865092,9.769983356238537,1.0089907281365236,2.219428369506838,4.212034797341549,0.4634609733728592,6.196325070686364,0.875,119,231,219,194,238,169,0.03943042432268461,False,mean_track_err_km,864.9379952508885,2011.0391345128594,234.59619431096655,514.1791287834274,958.184712434763,107.37302281224152,1364.2557786510738,0.09134759620394346,-2.6607515452043065,1.69253357401434,0.030513097619954146,-0.8920310938133383
18,0.20168067226890757,0.5411255411255411,0.4794520547945205,0.422680412371134,0.5798319327731093,0.31952662721893493,0.48739495798319327,0.9047619047619048,0.8812785388127854,0.8195876288659794,0.9033613445378151,0.7100591715976331,0.984541916847229,9.78685729728413,1.0045751769048836,2.2134047795055323,4.215008332639745,0.4624109696233839,6.19335835183028,0.8958333333333334,119,231,219,194,238,169,0.03574812139074008,False,mean_track_err_km,864.7610422799152,2014.7945099312458,233.64243413737236,512.1326663301375,957.3700662795396,107.12863703347607,1363.4979399677195,0.0872292216375189,-2.668929540886069,1.6819510189992077,0.029613824596382538,-0.9137500906890293
19,0.19327731092436976,0.5541125541125541,0.4748858447488584,0.4329896907216495,0.5462184873949579,0.31952662721893493,0.4957983193277311,0.9090909090909091,0.8767123287671232,0.8247422680412371,0.8991596638655462,0.7041420118343196,0.9824970960617065,9.733812420100168,0.9983494038375992,2.2128279920166283,4.216869981914478,0.46035975917440036,6.200269080185853,0.8958333333333334,119,231,219,194,238,169,0.0387899878124396,False,mean_track_err_km,862.6519600712008,2005.2004686200448,232.1929537693306,511.5342943958697,957.0324179862748,106.50666946743115,1363.4449561882545,0.0827803229144335,-2.6895438185277976,1.6821284361605375,0.02964460429788198,-0.9363805955311038
20,0.21008403361344538,0.5757575757575758,0.4885844748858447,0.42783505154639173,0.5882352941176471,0.33136094674556216,0.48739495798319327,0.9134199134199135,0.8858447488584474,0.845360824742268,0.8907563025210085,0.7159763313609467,0.9830309311548869,9.717159895930624,0.9933153456279515,2.1978735055969283,4.19051099717393,0.4631933777607907,6.160102753884413,0.8958333333333334,119,231,219,194,238,169,0.03646805758277575,True,mean_track_err_km,860.1957891696011,2002.012047441302,231.0134822454973,509.32995249811614,954.1141663414855,106.88452029163189,1357.8205661995732,0.1014059728795645,-2.6884481591998406,1.6784366436724394,0.02945332295911492,-0.9298552297196299
